num,route_length
242,2014.12
121,4312.5
192,3847.06
209,2706.56
173,3752.46
189,2623.07
272,1138.32
138,4144.16
266,1610.86
107,7333.23
76,5581.44
139,3801.74
204,3769.45
277,1793.21
206,3041.18
183,3740.75
233,2629.33
169,3648.47
16,6688.49
133,4922.72
145,4821.71
174,3626.21
276,1598.01
230,2938.9
94,5826.66
65,5424.4
149,4532.03
70,6099.81
184,3608.42
236,2778.03
262,2384.12
227,3446.86
282,1790.73
205,3530.26
200,3403.02
280,2042.14
314,1576.23
191,3673.88
218,3531.25
195,3305.39
228,3455.13
100,6294.69
151,10320.57
216,3437.81
256,2600.67
91,5432.02
335,1103.99
237,2610.18
321,1192.41
252,2787.61
53,7459.92
207,3798.87
292,2221.18
255,2108.55
248,3314.28
306,2044.65
268,2599.76
185,4112.99
239,4297.13
23,6852.21
196,4298.4
257,8366.85
177,4809.08
105,6443.13
235,3403.74
171,4465.79
307,2178.97
115,5546.16
293,2850.62
258,3280.09
179,5160.59
160,4804.95
295,2385.1
73,6915.49
120,6139.18
320,2547.9
225,4351.74
265,3214.95
340,1745.84
127,4944.44
290,2675.66
232,3822.9
124,5932.74
347,1447.36
309,2674.7
259,3035.2
172,4921.13
224,4474.91
286,3086.84
165,5177.02
298,2915.94
358,1789.76
129,6441.47
367,1661.85
305,2421.95
316,2961.86
111,5995.46
210,5432.81
208,4846.49
154,7284.74
333,2233.04
220,4807.26
315,3087.86
355,2189.53
363,1758.85
161,6356.99
97,6954.98
308,2587.24
336,2509.51
202,5439.76
354,2191.38
240,4498.48
349,2234.19
140,7571.28
356,2197.22
383,2052.76
269,4782.81
243,4646.48
251,3578.8
253,4446.1
332,2962.1
364,2183.89
150,6389.32
374,2037.78
55,8593.93
297,8285.2
300,4053.1
311,3911.81
190,5345.68
193,6895.83
278,4106.75
324,3767.52
241,5020.8
223,5358.7
238,5398.47
219,4961.91
393,2208.35
221,6217.92
409,1634.27
348,3399.75
146,6354.68
345,2811.33
302,4004.09
370,4104.5
263,4559.96
339,3653.88
325,3465.46
362,2809.72
432,1480.48
377,2760.87
288,4519.12
395,2525.47
407,1726.54
414,1830.38
199,5146.57
296,4535.91
411,1856.0
429,1840.75
254,4646.99
270,4732.31
426,1780.08
378,2452.87
299,4672.05
384,2900.58
486,703.0
234,5179.13
312,4540.65
382,2372.35
437,1709.12
186,8190.42
260,3505.28
341,3116.89
447,1732.11
427,1738.72
250,5270.22
318,4414.14
322,3576.57
380,2542.95
474,1090.63
294,4853.45
399,2574.14
342,3473.8
66,8618.69
391,3047.98
419,2255.63
287,4308.35
319,4658.79
330,3784.85
310,4056.79
442,1885.75
182,6963.54
303,4892.85
361,3319.51
359,3043.89
462,1434.5
470,1388.3
445,1743.52
104,7687.19
338,3910.81
214,5496.05
376,4049.87
351,3167.19
490,1166.46
245,6182.21
337,4304.7
334,4938.37
456,1955.53
476,1501.03
122,8753.03
350,4002.31
446,2244.86
327,4895.16
396,3775.26
352,3310.77
430,3015.9
452,2149.19
483,1543.91
357,3940.26
461,1758.71
326,4444.95
422,2834.8
471,1816.14
291,5987.92
317,4365.29
279,5573.15
406,3187.44
229,6755.92
420,2827.33
275,5650.68
329,4427.56
441,2488.69
368,5509.67
435,3030.93
353,4694.2
400,3365.36
197,6124.92
271,5402.96
431,2492.89
313,5768.29
264,7239.93
449,2983.51
301,6004.79
519,1337.27
465,2603.92
547,885.98
497,1799.0
375,3638.09
201,7054.43
500,1889.39
524,1393.51
421,3687.58
493,2326.31
381,5339.67
489,2088.94
304,5885.38
450,3229.28
283,6296.53
346,5587.8
369,5260.7
464,3077.66
543,1088.51
366,5179.81
365,5268.41
454,2609.24
371,4358.75
532,1493.18
273,7048.27
331,6287.25
390,4705.79
389,4249.63
402,4992.81
530,1878.12
408,4748.63
328,5806.44
517,1865.39
496,2605.58
360,5511.82
488,2812.89
373,4602.76
514,2452.22
451,3158.6
485,2963.39
554,1307.18
439,3509.6
499,3139.83
508,2534.35
423,4226.72
537,1694.23
401,4418.03
440,3603.07
387,4496.26
167,10281.64
565,1466.12
491,3142.37
388,5568.35
484,3207.02
416,5039.67
386,5305.56
458,3406.65
463,4301.96
285,7731.63
412,4597.57
443,10012.14
444,3951.54
487,3546.89
503,2819.76
478,3086.57
473,3799.27
593,1827.99
453,4958.07
415,5122.71
469,3383.93
574,1408.82
418,4512.28
511,2854.81
518,3013.02
545,2462.56
459,3179.95
603,1204.19
438,5095.44
510,4246.43
274,6909.33
548,2663.12
448,3897.53
504,4130.03
379,5054.13
521,3386.58
479,3768.31
573,1955.69
398,6634.57
539,2832.07
586,2117.08
455,3954.44
410,6498.18
482,4403.58
580,1962.91
572,2472.15
653,619.57
403,6073.18
591,2763.39
344,6893.88
434,4017.65
481,4536.11
533,2685.62
385,6495.55
405,6190.35
467,4600.02
578,2392.91
589,1996.08
560,2225.77
601,2035.74
492,10535.49
520,4192.32
506,4263.44
604,1856.85
413,4897.36
509,4637.9
343,7123.13
536,3376.75
466,4363.55
526,4287.39
267,8409.49
576,2905.97
666,1114.72
512,4331.64
566,2755.68
527,4107.76
551,3116.41
683,737.2
618,2126.26
425,5268.81
542,3816.28
546,3718.71
611,2635.62
597,2503.97
507,3193.67
281,9701.6
404,7245.38
569,2987.17
634,2084.5
392,6813.72
480,5907.84
515,4045.09
592,3587.14
428,5554.97
631,2324.68
541,4829.67
372,7696.77
513,5556.07
534,7612.62
563,3540.63
638,2314.62
577,3326.62
633,2304.88
667,1787.34
590,3493.85
417,7082.03
495,4480.84
665,1810.05
670,1772.65
261,11543.39
494,6499.9
564,3239.81
528,4687.2
647,2749.79
702,1103.69
562,4010.85
588,3387.07
602,3936.34
555,4251.43
644,2276.37
627,2579.88
550,4067.29
433,6612.05
598,3934.77
646,2493.65
568,3492.32
705,1336.57
394,9277.61
684,1640.43
609,3388.63
616,3732.04
584,4348.45
651,2520.53
626,3071.35
649,2075.96
600,3560.7
567,4488.6
501,4985.31
711,1480.33
718,1376.62
624,3643.09
658,2184.43
669,2347.23
477,10673.88
700,1666.27
615,3406.46
575,4708.35
323,7556.64
522,4475.0
525,5278.76
655,2570.91
668,2181.43
676,2399.4
498,6751.48
531,5814.37
622,3442.04
663,2779.64
582,3856.18
661,2723.27
535,4602.98
397,8628.17
619,3262.89
716,1640.43
529,5275.15
673,2332.81
596,4108.95
677,2494.73
749,1084.29
472,7164.63
606,3897.63
610,4133.22
652,3006.76
656,3345.0
736,1948.75
460,7409.91
689,2686.14
559,4635.46
621,3844.09
642,3471.6
549,4962.1
640,3209.59
557,4753.42
623,4135.74
703,2099.99
687,2683.85
660,3641.42
599,3737.92
620,4345.2
650,3397.67
743,1377.11
538,5146.96
776,689.99
691,2659.79
561,5397.25
641,3749.67
731,2114.84
544,5040.89
754,1172.68
475,6575.59
694,2486.46
540,6056.55
516,5791.19
502,6123.79
630,4156.84
693,2541.27
595,5188.66
635,4619.57
625,4533.38
570,6776.55
692,3143.26
643,3853.94
682,3173.14
659,3132.2
763,1658.15
698,3195.14
706,3469.28
762,1758.22
725,2181.56
752,1779.05
699,3419.77
558,5803.71
742,2326.54
796,979.01
645,3562.44
648,3999.57
719,2489.98
721,2370.88
628,4186.98
712,2950.06
681,3846.43
735,2510.4
587,5607.26
750,2346.24
770,1746.46
672,3461.65
730,3211.88
583,11474.4
710,3126.62
714,2965.1
799,1294.67
505,7565.88
724,3224.78
612,5206.4
424,8965.23
605,10034.58
636,4961.15
675,4467.86
709,2694.56
810,1212.48
664,4396.45
632,6001.55
708,3750.13
747,2623.91
581,5839.97
840,814.68
792,1732.42
680,4072.2
629,4557.48
457,9291.61
773,2291.7
662,5188.23
678,4844.62
831,1228.77
556,6725.23
639,4871.58
803,1610.42
801,1957.08
637,6308.18
787,2127.53
838,1204.16
585,6283.86
825,1752.04
657,5072.75
468,9141.54
701,3937.66
717,4327.97
671,5298.78
784,2692.13
594,6852.22
723,4075.52
553,6077.3
767,3427.46
761,3423.33
696,4645.34
738,3727.79
751,3307.65
834,1601.79
826,1966.48
728,3705.24
806,2239.86
713,4446.28
855,1330.84
727,3235.6
760,3385.09
777,3011.49
814,2335.26
707,4207.31
704,4258.21
729,4148.74
768,3227.53
775,3565.53
798,2483.23
804,2553.67
811,2134.72
783,2875.73
851,1748.0
790,2819.62
794,2928.27
781,3272.47
779,3171.02
614,8245.62
817,2777.1
869,1611.93
732,4465.11
722,4108.63
833,2298.56
654,6478.32
740,3990.49
748,4340.71
866,1651.51
835,1862.67
818,2957.21
829,2600.31
868,1588.22
726,4762.26
552,8305.15
690,4974.69
849,2033.74
793,3331.74
679,5581.48
523,8646.86
805,3465.8
843,2624.63
850,2439.65
757,4438.96
613,7044.88
771,3943.67
744,4342.86
865,2651.83
889,1857.64
848,2586.23
821,3012.67
571,8313.27
745,5038.71
608,6916.33
884,2018.97
755,4074.96
815,3006.42
867,1717.42
972,287.39
899,1685.38
733,4809.2
791,4054.18
802,3555.66
782,2797.94
758,4779.02
890,2235.08
741,5416.77
907,2192.94
734,5849.47
891,2269.88
579,7796.75
746,4803.41
617,8343.07
820,3414.49
830,3332.51
774,3932.89
861,2832.3
936,1600.97
937,1514.02
827,3332.16
778,3736.58
836,3725.42
928,1844.36
931,1963.8
686,6252.11
786,5089.77
797,4962.36
878,3841.4
857,3914.23
284,11533.98
842,3091.18
685,7178.92
769,5187.71
880,3048.79
963,1744.28
813,4624.15
887,3086.99
877,3035.87
824,5775.9
772,4852.05
908,2499.29
940,1919.44
759,6830.17
695,7677.47
982,1513.34
930,2143.08
765,5989.12
912,2837.98
853,3627.34
864,4307.03
756,5528.54
807,5260.67
984,1739.08
837,5050.31
882,4588.24
871,4019.3
828,3901.84
607,8330.78
766,6247.27
852,4777.51
753,6485.27
697,7507.6
800,5354.89
892,4791.08
934,2809.71
897,3139.76
977,2040.7
822,5900.51
795,5594.63
915,2727.79
841,4875.14
967,3767.4
739,6141.49
715,8324.38
785,4660.53
860,4096.34
858,4571.9
906,3892.73
990,2020.16
902,3934.07
944,3221.93
436,11755.92
737,8005.54
926,3603.95
876,4720.09
898,3297.76
856,5329.53
945,3342.51
879,4817.17
870,4564.81
918,5405.33
969,3165.73
674,7837.94
688,8982.44
886,4292.76
720,7815.61
923,4448.36
946,3466.85
955,3007.69
873,5030.31
941,3538.02
764,7477.02
965,3300.71
973,3211.3
862,5425.65
901,4348.45
808,6915.56
832,6003.16
911,4063.62
812,7709.55
947,3674.95
875,5709.25
844,5682.62
789,6697.0
914,4146.8
949,3991.76
904,4283.64
885,5996.54
950,3528.06
953,4550.33
958,4309.26
976,2968.72
916,4198.58
978,3369.82
839,7098.84
910,5338.21
999,2957.67
903,5384.79
954,4125.55
845,6746.37
993,3715.97
905,4971.89
994,3572.29
938,4698.9
983,3442.96
909,4697.08
975,3854.83
854,6393.86
920,5199.48
896,5350.94
924,4786.91
823,8005.98
956,4367.76
966,4618.25
957,4632.79
960,4194.54
988,3885.27
780,8252.63
846,5213.86
913,5842.67
961,5029.29
964,5219.73
987,4683.47
942,8904.43
900,6115.53
917,5438.48
816,10590.81
921,5202.98
788,8442.82
985,4539.31
981,4414.78
996,4705.23
980,4333.82
979,4678.36
893,6438.71
874,7340.14
819,9294.99
922,6115.03
992,4286.75
997,5106.5
894,7439.27
968,5241.29
939,5918.28
970,5614.55
809,13525.9
863,12043.57
991,10295.58
929,6681.08
925,6223.35
962,4898.36
948,4816.37
881,7270.24
895,7287.27
919,6649.42
989,5783.78
971,5140.9
943,6074.17
935,6229.21
883,7739.05
959,7156.49
859,6879.32
888,6385.82
974,7728.54
951,7504.04
998,10431.53
872,8066.21
932,7495.79
952,8898.24
986,7392.27
847,10294.36
927,8906.33
933,8466.66
995,6351.54
