num,route_length
265,3792.62
238,5263.93
263,3679.04
317,2855.64
285,3211.31
287,3005.82
187,5521.54
286,3423.57
146,5569.96
251,3793.34
298,3224.41
291,3992.77
232,4438.55
261,4594.51
296,3661.21
361,2047.24
315,3347.99
313,3084.65
306,4240.91
354,2438.96
335,2713.78
294,3590.5
314,3636.48
363,2153.54
288,4150.06
245,4824.02
270,4199.61
370,3714.68
290,3931.24
297,8484.98
352,2192.11
332,3315.75
336,2563.12
414,1627.03
171,5955.84
273,5026.04
372,2449.6
316,4131.73
300,4293.36
364,2610.09
356,2303.65
311,4225.38
318,4049.43
345,2671.75
319,4219.41
301,3950.21
278,4712.8
312,4468.6
390,2788.3
379,2436.61
340,3573.53
395,2911.61
260,3505.28
338,3163.68
399,2578.64
404,2559.72
350,3584.14
360,3129.24
442,1909.9
486,1133.85
362,2542.84
427,2072.96
274,4550.7
393,3140.14
271,4691.3
279,4849.04
426,2357.96
322,3756.34
417,2551.18
303,4810.15
201,6770.1
377,3576.64
425,2091.79
349,2824.32
327,4895.16
343,3971.67
394,4708.91
250,5603.11
328,4001.48
391,3594.51
418,2428.16
416,2985.58
367,4341.8
353,4066.66
305,4530.87
411,2849.03
325,4023.21
380,3083.83
407,2635.96
341,3184.19
342,3541.23
334,3739.83
384,3478.97
396,3939.05
214,5929.91
382,2557.26
386,3655.74
331,3986.91
422,2994.63
429,2988.19
375,3304.27
389,3507.81
329,3873.77
369,4673.67
447,2888.6
357,3422.36
476,2002.08
547,600.73
464,2494.63
466,2069.57
409,3374.74
493,2014.17
324,4969.5
368,5281.3
437,3019.95
443,3428.17
366,4194.25
530,1380.56
463,2533.56
365,4798.64
346,4395.38
339,4591.42
431,2724.04
374,3366.26
392,4155.86
512,1901.26
524,1393.51
470,2443.02
252,7012.66
452,2954.93
371,4292.9
543,1088.51
398,4908.14
474,2585.14
496,2323.53
424,2804.23
468,2877.0
397,4599.43
519,1827.7
435,3587.33
532,1522.26
401,3928.82
403,4176.85
542,1434.76
541,1826.84
284,5132.39
333,4559.91
446,2603.87
413,3288.54
348,5236.51
471,2762.13
483,2790.37
388,5299.3
461,2823.26
441,2521.19
465,2306.98
385,4405.47
415,4444.48
351,4557.48
402,4635.97
500,2569.91
408,4526.16
445,3653.25
460,3238.61
517,2206.31
513,3118.09
420,4147.51
456,3769.86
490,3166.87
400,4734.04
444,3654.85
355,4275.31
506,2849.83
497,2684.99
450,3984.13
453,4696.1
503,2835.44
489,3001.91
537,1784.48
304,6903.45
432,4266.18
436,3908.92
565,1617.85
511,2832.08
449,4711.35
508,3076.62
406,4431.29
421,4356.51
423,4021.41
430,4860.44
498,3967.43
560,2164.5
499,2959.14
501,3069.59
473,4017.79
376,4628.05
472,4363.57
462,3912.67
477,3897.2
531,3431.78
428,4692.21
458,4390.65
469,3667.64
552,2519.94
383,4794.09
514,3466.97
433,4089.65
548,2661.24
454,4028.77
434,3882.81
487,3297.84
438,5250.05
479,3699.59
323,5860.91
528,3041.87
572,2472.15
516,3150.45
381,5983.94
521,3671.27
405,6190.35
459,3746.91
509,4793.7
540,3364.9
653,825.25
481,4632.14
448,4328.38
451,4323.05
488,4393.25
510,3883.26
440,3962.08
588,2162.81
505,4169.38
387,5751.79
455,3534.83
539,3569.83
569,2476.78
580,2387.05
491,3560.45
439,3726.11
526,4312.74
518,3698.13
520,4338.36
529,3551.04
337,6003.12
527,4391.41
536,3467.23
494,6217.34
412,5838.2
545,3589.39
504,3586.42
597,2355.71
574,2446.18
507,3076.67
556,3385.06
484,3715.75
576,3093.88
359,5167.18
533,3904.36
665,1257.87
419,6080.35
617,2443.27
546,3616.44
373,4954.52
570,3741.92
344,6064.46
652,1614.66
612,2463.2
582,2926.62
631,2280.13
358,6081.43
591,3747.29
525,4324.42
551,3287.28
592,3161.96
589,2941.28
534,7612.62
614,2948.0
620,2781.39
586,3344.04
583,3534.67
604,2514.32
630,2364.35
550,3905.89
480,5834.14
587,3269.05
578,3407.93
378,5879.41
622,2810.46
347,5964.68
522,4119.65
700,1076.39
561,4367.48
568,3287.09
410,7417.29
562,3916.97
457,6705.45
670,1888.67
590,3689.58
626,2827.23
705,1131.09
633,2719.26
566,3739.58
625,3129.54
606,3151.74
598,3934.77
642,2685.58
554,3991.88
502,4323.54
535,4166.48
618,3210.75
610,3139.16
619,2861.18
596,3478.77
579,3538.05
553,3825.8
613,3286.83
624,3785.95
634,2924.0
523,5282.09
643,2856.93
638,3127.97
593,4625.42
615,3617.11
673,2337.6
697,1934.94
658,2311.68
601,3915.57
609,3803.01
584,4644.65
651,3033.01
711,1916.07
555,5442.72
577,4473.99
495,5756.52
715,1909.23
475,5826.75
571,4324.85
641,3345.33
616,4448.32
581,4145.31
628,3247.54
573,4263.07
627,3393.23
558,4855.52
677,2626.66
602,4170.57
693,2303.09
538,5149.56
559,4944.73
515,5664.55
575,4856.39
492,11469.12
676,3307.95
585,4900.15
549,5424.27
485,6301.57
637,3909.7
600,4666.43
671,3523.54
557,5057.13
650,3824.61
595,4719.09
478,6281.8
681,3554.17
656,4117.41
636,3930.82
623,5328.6
467,7022.42
621,4621.51
664,3667.09
763,1728.27
667,3733.24
608,4579.75
635,4662.29
594,5243.22
599,4505.48
718,2714.9
647,4644.49
629,4001.35
648,3545.61
712,2950.06
640,4115.29
754,2046.67
644,3850.85
639,4453.65
563,6048.66
706,3981.2
714,3202.53
692,3996.08
659,3570.99
669,3549.2
544,6245.59
611,5962.58
605,5702.03
722,2186.71
695,3418.39
713,3733.17
645,4068.2
762,2538.72
716,3562.93
717,3997.08
709,2952.84
797,2308.82
660,4866.59
708,4374.82
707,4120.71
834,1601.85
740,3550.55
720,4006.98
731,3702.98
724,3767.05
803,1970.31
662,4660.74
690,3849.86
719,3248.15
603,4881.96
723,3815.73
777,2994.49
792,2515.9
678,4531.7
759,4403.42
799,2423.21
780,3084.13
732,3355.92
775,3451.92
784,2979.55
787,2728.74
801,2618.0
672,4818.0
806,2376.2
851,1698.99
783,2875.73
737,4011.08
735,3454.62
890,1140.9
739,3001.55
826,2354.12
746,3067.37
800,2898.0
899,954.48
757,3317.06
567,5974.78
788,3204.81
854,1930.59
786,3396.81
657,4860.97
773,4061.19
753,3449.19
811,2387.68
848,2770.93
632,6274.78
865,1977.73
857,2280.43
776,3715.37
849,2033.74
795,3392.88
701,4197.04
736,3365.23
790,3313.76
855,2248.96
482,8312.22
781,3603.59
833,2738.93
798,3408.9
853,2231.31
674,4608.82
805,3546.98
819,3874.66
821,3012.67
868,2019.07
825,3513.59
779,3898.9
876,2318.79
760,4711.96
694,5448.69
668,4816.05
889,2096.32
745,5038.71
812,4035.06
820,3311.95
814,3757.49
813,3730.59
804,3725.45
778,3373.2
838,3238.04
832,3475.55
818,3962.58
808,3848.88
972,729.27
758,4935.31
815,3487.28
755,4734.56
793,4491.74
880,2720.58
891,2730.48
883,1864.3
830,3859.48
863,3460.51
696,5911.86
789,4801.93
903,2868.84
839,4272.59
886,2903.57
836,4132.75
771,5428.83
794,5592.37
888,2432.0
877,3096.94
936,2502.27
887,3194.05
840,4158.4
817,5135.36
752,4962.37
845,4606.84
926,2771.48
684,5644.65
847,4536.72
742,5725.19
766,5379.68
973,2029.36
796,5546.99
944,2784.11
959,2465.83
960,2409.76
878,3202.16
982,2104.44
846,3464.98
841,4860.67
843,4858.02
938,2738.17
829,5053.54
896,3531.26
765,6627.94
861,4209.68
912,3338.79
831,3231.91
930,2647.31
809,10163.44
885,4550.14
875,3547.54
871,4450.15
963,2876.68
873,4267.42
844,4724.68
892,2974.38
769,5299.89
981,2021.0
884,3076.92
952,3088.88
881,4086.1
824,4049.72
987,2226.48
977,2586.84
870,4293.85
953,3570.02
934,3350.75
837,6250.22
822,6331.36
699,5312.14
882,4311.18
864,4285.25
842,4152.89
910,4442.47
874,5433.2
947,3525.59
965,3092.39
990,2455.29
866,4704.7
782,4717.23
969,3281.99
923,3898.4
945,3730.14
919,3832.08
893,4497.07
791,6278.67
918,3160.53
907,3373.23
729,5119.79
975,2788.45
920,4089.36
976,2585.27
869,4681.73
725,5658.43
989,3366.75
951,3466.77
785,5282.01
924,4000.3
913,4597.54
902,4648.08
928,3889.79
687,5712.91
967,4936.51
979,3096.77
949,4051.18
932,3911.81
974,3490.15
933,3925.88
772,6489.3
897,3424.03
906,4459.25
850,5406.99
856,5262.35
744,5392.93
774,4597.83
827,5700.59
939,4079.11
860,5139.06
810,4419.63
702,5130.12
859,4712.87
958,4181.64
663,6280.03
940,3717.88
954,4109.33
852,6417.14
941,3457.03
978,3696.7
743,4856.96
862,5932.43
661,6206.78
728,5805.27
984,4261.97
921,4519.21
955,3790.22
927,4448.27
689,6500.69
872,4403.83
962,3642.07
685,7320.95
961,4543.47
675,6518.71
751,5423.69
956,4367.76
925,5025.77
768,5738.69
905,5338.06
999,3465.09
983,3763.32
988,3846.49
911,5214.45
828,5913.96
971,3846.45
764,5408.93
823,5545.96
748,6168.87
966,5043.94
970,4807.48
756,5798.97
946,4463.4
666,6953.48
914,4641.71
895,6242.87
564,8279.14
835,5657.35
997,5140.91
734,8036.38
986,4698.75
726,7260.91
867,5330.34
985,4917.64
996,4853.52
761,6494.04
980,5157.03
994,5095.25
993,4860.55
935,4728.48
950,4542.34
655,7161.71
680,7310.34
807,6743.74
964,6097.15
879,5889.46
733,7629.06
931,4340.22
937,5113.7
646,7106.86
992,4867.38
948,5036.46
904,5830.29
908,4705.31
943,6074.17
957,6278.29
929,5176.28
968,6211.56
995,4409.61
607,8055.17
991,10882.71
767,7037.38
916,5807.84
704,6927.86
802,6061.58
703,6740.18
721,7293.5
682,7181.08
858,7982.66
649,7159.93
942,5449.8
898,4736.98
727,6962.46
922,5190.49
900,6552.89
710,6640.48
691,8014.76
698,7981.2
901,6111.91
686,7603.29
749,8088.09
730,8322.11
679,8049.1
894,7107.59
741,8739.76
915,5669.51
747,8054.67
816,10373.59
738,7574.71
683,8475.24
917,6317.96
770,6945.73
654,9342.78
909,6470.23
688,10072.32
750,8289.68
998,13586.99
