num,route_length
192,3847.06
242,2014.12
221,2866.0
52,5894.84
121,4312.5
272,1138.32
266,1610.86
183,3597.13
107,7333.23
230,2588.19
104,4390.65
259,1603.59
123,4546.04
268,1733.87
277,1837.48
66,5422.62
189,2790.55
138,4354.35
128,5085.85
133,4922.72
91,4976.78
134,6056.27
276,1598.01
228,3020.61
100,6211.43
149,4532.03
191,3350.87
208,3294.0
117,5307.47
145,5184.64
262,2384.12
204,4253.41
174,4010.42
169,4079.38
127,4229.64
314,1576.23
16,7223.05
124,5568.74
195,3305.39
292,2221.18
196,4106.63
321,1192.41
335,1103.99
219,3303.19
227,3811.82
199,3339.9
248,3934.72
181,4418.05
239,4223.04
238,3489.7
151,5720.42
76,6757.79
252,2787.61
223,3673.51
257,3942.86
176,5788.78
202,4128.16
280,2580.64
115,5546.16
182,4696.18
140,5962.66
171,4465.79
308,2158.14
263,3091.97
73,6915.49
200,4254.92
258,3280.09
298,2447.6
299,2793.42
372,997.5
65,6360.26
205,4451.97
340,1745.84
88,6740.55
237,3384.58
160,4945.91
142,5593.84
354,1669.3
224,4515.88
215,4836.84
358,1789.76
360,1948.96
367,1496.27
232,3977.55
235,3943.2
275,3349.17
347,1654.82
361,1661.1
167,6187.6
177,5631.58
146,6583.67
293,3559.75
105,7294.23
120,6915.32
153,5564.85
309,2783.08
364,1680.83
148,6005.67
345,2157.45
411,1034.29
317,2905.29
330,2266.3
332,2670.24
316,3331.88
318,3400.79
53,9001.75
241,4498.28
111,6304.22
261,4594.51
255,3029.35
356,2197.22
283,3755.27
409,1293.7
154,7650.42
305,3008.99
315,3649.71
243,4634.56
172,5626.14
201,5057.2
363,2176.46
383,2052.76
278,4106.75
297,8285.2
180,6632.52
319,3573.39
300,4053.1
253,4667.89
306,3876.98
265,4550.89
313,3657.45
245,4967.19
326,3210.43
254,3472.57
310,3361.47
333,3108.48
393,2208.35
378,2280.18
260,3229.42
414,1799.46
348,3454.56
419,1754.68
377,2760.87
307,3971.17
429,1840.75
329,3213.4
395,2525.47
286,4425.31
324,3649.59
384,2900.58
359,2657.18
407,1901.73
122,8003.69
218,6398.04
382,2372.35
338,3388.76
341,3119.26
207,6067.48
399,2574.14
282,4483.91
281,5212.27
474,1090.63
288,5721.01
303,4679.11
236,5865.56
186,8170.46
296,4998.56
380,2586.73
470,1246.71
381,2896.35
250,5292.17
158,7491.59
325,4274.4
422,2336.16
462,1434.5
287,4439.15
449,1913.02
388,3427.34
486,1248.59
240,5775.76
351,3167.19
349,3538.64
285,5231.95
129,8280.66
404,3069.63
355,3781.16
447,2264.06
210,7071.52
342,4044.91
339,4790.22
444,1970.82
327,4895.16
344,4022.04
375,2918.2
460,1972.27
343,4005.86
269,6882.87
350,4002.31
55,10132.54
291,5309.73
337,4476.3
273,5906.97
374,3408.19
461,1758.86
483,1543.91
413,2487.6
471,1816.14
225,7154.03
371,3768.23
274,5160.6
290,5503.99
420,2827.33
334,5430.22
368,5509.67
442,2814.61
391,3946.87
466,2071.52
478,1794.75
435,3030.93
197,6828.04
490,1962.7
157,9548.99
426,3289.17
357,4400.96
264,7239.93
234,6425.34
311,5899.9
401,3454.47
304,5433.36
352,4077.97
547,810.26
271,5634.75
301,6150.83
373,3911.35
362,4808.95
431,2724.04
256,11027.53
353,5641.7
214,6203.44
450,3067.33
524,1393.51
302,5784.22
500,1889.39
190,7337.23
489,2088.94
396,4667.02
456,2987.31
463,3135.05
543,1088.51
432,3702.89
488,2512.08
454,2602.26
493,2577.44
445,3222.4
519,1827.7
532,1493.18
320,6281.87
390,4794.6
398,4928.43
406,3968.6
430,4110.34
530,1881.05
322,5165.44
336,5999.25
402,4992.81
216,7904.62
487,2924.75
498,3050.99
270,6922.15
433,3730.64
457,3548.97
366,5671.96
468,3895.16
554,1307.18
97,9719.0
328,7152.16
497,2365.29
508,2534.35
400,4525.48
415,4587.45
416,4841.21
472,3700.2
284,5474.33
294,6904.9
451,3435.61
365,6636.62
565,1466.12
387,4599.66
295,6691.66
421,4773.34
410,5614.6
267,7030.57
452,3013.56
440,3603.07
412,4597.57
548,2271.78
542,2191.1
397,6183.33
386,10300.32
593,1827.99
473,3799.27
511,2745.67
469,3383.93
467,3733.34
251,7804.31
376,6826.22
484,3489.62
443,10012.14
513,3812.51
408,5796.79
434,3558.3
506,3234.11
459,3212.47
499,4016.62
346,6840.79
436,4124.7
179,10836.31
448,3897.53
509,3601.3
464,4452.14
518,3221.46
494,4601.88
569,1833.07
417,5444.12
418,4799.76
573,1955.69
580,1962.91
571,2160.79
394,7190.81
482,4433.39
560,2423.16
586,2117.08
485,4282.45
527,3279.81
653,619.57
453,6129.54
465,4682.66
405,6190.35
528,3361.71
591,2763.39
492,9663.74
496,5287.35
504,4213.87
533,3413.98
503,3797.05
601,2035.74
389,6411.91
428,5338.62
425,4841.6
385,6826.83
505,4329.56
604,1849.65
507,2956.33
522,3432.35
521,4342.78
587,2605.57
666,1114.72
481,4550.72
427,6000.13
392,6596.81
526,3854.27
590,2857.92
618,2126.26
566,2928.04
370,9158.89
455,4657.11
582,2618.68
583,3581.34
683,737.2
480,5701.12
458,5295.86
665,1259.19
185,9998.85
603,2686.33
517,3856.08
531,5315.23
523,3984.3
525,4356.51
491,5301.38
515,4045.09
638,2314.62
331,8526.18
516,4301.05
637,2161.22
633,2304.88
575,4028.24
535,3833.08
626,2583.14
634,2368.22
545,4242.12
667,1787.34
718,711.43
574,3325.22
647,2666.2
369,8307.13
379,6367.21
514,5233.02
520,5244.19
631,2637.75
630,2802.47
551,3819.61
700,1272.09
588,3387.07
644,2276.37
502,4921.66
627,2579.88
602,3936.34
684,1640.43
596,3507.31
606,3294.87
540,5319.66
567,4488.6
623,3517.7
568,3631.83
510,5549.62
555,4858.56
570,4722.75
323,7625.4
512,5630.0
652,2617.42
711,1480.33
477,10673.88
557,4395.16
607,3128.61
495,4913.73
578,9011.55
614,3912.7
564,3715.68
616,4029.78
620,3734.14
661,2599.69
676,2399.4
541,5981.11
446,7655.26
615,3500.32
403,8160.86
279,9952.65
669,2416.26
609,3610.77
558,4525.42
585,5332.43
673,2398.4
716,1640.43
312,11130.68
628,3247.54
646,3121.58
539,5375.95
656,3279.95
749,1084.29
439,6903.11
579,4149.43
621,3842.0
640,3144.86
710,1940.29
475,6468.37
776,689.99
595,4634.25
641,3610.6
660,3641.42
743,1377.11
598,4935.18
437,7705.44
538,5149.56
600,4361.51
687,2742.16
561,5442.51
546,5360.39
529,5776.21
702,2241.19
663,3484.07
780,830.49
632,4300.02
682,2744.1
703,2359.81
550,5371.53
577,4899.18
657,3460.84
438,9361.67
622,4103.95
605,4199.69
672,2880.27
479,6588.23
584,5206.73
747,1705.36
664,3660.14
625,4533.38
643,3784.77
691,3189.41
742,2034.77
589,4609.95
597,4041.47
635,4706.7
651,4003.89
704,2764.71
692,3367.99
694,2938.48
599,5016.05
680,3420.48
706,3469.28
671,3995.17
754,1833.74
648,3863.05
556,5899.96
549,5858.79
536,5930.57
544,6295.8
719,2489.98
681,3846.43
613,4789.51
712,2950.06
770,1746.46
697,3368.39
725,2472.02
714,2965.1
689,4173.04
705,3229.53
799,1294.67
693,3266.49
726,2888.29
735,2727.76
763,2222.47
724,3224.78
650,4521.69
476,7846.32
810,1212.48
610,5703.9
773,2291.7
534,10281.61
840,814.68
708,3750.13
624,5545.53
572,6352.24
709,2878.81
715,3844.3
723,3584.01
774,1977.78
675,4591.93
629,4773.66
831,1228.77
423,9545.95
801,1957.08
803,1610.42
662,4105.55
821,1367.28
553,5843.88
642,5358.7
677,4386.59
732,3338.29
781,2115.93
670,4755.24
552,6984.61
795,2070.62
501,7363.6
655,4887.2
717,4352.46
690,3821.9
784,2692.13
814,2100.47
752,2659.5
594,6849.96
612,6219.57
767,3427.46
834,1601.79
659,4335.77
740,3550.55
792,2444.72
738,3906.43
890,557.48
760,3385.09
806,2378.76
699,4879.21
775,3514.4
777,3011.49
757,3550.46
733,4245.47
581,6792.21
424,10177.61
654,5577.49
617,6805.42
804,2624.71
772,2970.66
838,2031.88
679,4951.07
636,10780.03
731,5360.34
825,2589.62
707,4614.81
771,3299.59
728,4291.74
698,4656.96
817,2777.1
645,5213.18
866,1628.65
537,7093.1
833,2298.56
753,4183.81
761,4249.62
824,2750.95
788,3344.35
807,3203.44
798,2900.45
741,4652.4
818,2846.59
794,3143.3
855,1996.86
892,1279.69
829,2600.31
797,3500.58
868,1588.22
611,7639.25
819,3153.21
778,2886.2
793,3331.74
843,2624.63
873,1971.29
889,1512.9
562,7949.18
783,3301.13
688,6621.65
748,4952.33
823,2896.98
847,2289.67
865,2466.18
722,4461.84
713,5559.34
696,5835.78
674,5395.91
559,8053.06
867,1717.42
853,2299.72
729,5417.47
668,5916.7
758,4418.69
721,5001.1
750,5241.43
878,2421.63
972,287.39
734,5643.86
787,3845.37
762,4466.98
815,3006.42
861,2606.7
882,2382.98
739,4482.11
827,3036.54
899,1867.69
830,3332.51
851,2776.14
608,7864.62
907,2192.94
869,2703.55
746,4803.41
751,5268.57
745,5454.5
764,5164.58
936,1600.97
884,2585.53
937,1514.02
820,3472.12
730,6378.02
592,9952.22
790,4318.06
796,4007.23
919,1928.09
779,4686.31
563,9228.74
982,834.13
928,1844.36
789,4762.19
685,7178.92
786,5605.26
727,5186.0
881,2917.93
887,3098.02
842,3091.18
639,7711.9
850,4078.23
963,1744.28
877,3024.56
876,3744.71
903,2870.54
941,2036.41
785,3949.79
695,7401.4
791,5247.25
891,3211.22
940,1919.44
897,2677.03
930,2143.08
759,6830.17
863,3836.66
658,7082.07
782,3803.62
916,2549.5
915,2311.57
841,4314.49
871,4019.3
768,5943.0
931,2623.02
845,4643.35
902,3460.83
898,2793.04
879,3800.99
854,4345.45
808,5267.48
952,2578.28
908,3028.56
619,8276.68
962,1997.1
938,2816.05
736,7183.2
822,5845.55
975,2065.22
441,14910.24
914,3233.58
934,3003.19
953,3285.99
835,3842.45
875,5357.41
967,3767.4
837,6224.79
858,4571.9
864,5739.44
990,2020.16
816,8145.74
910,4110.46
965,2650.89
906,3892.73
945,3342.51
769,7434.54
973,2816.93
939,3035.37
883,4277.45
942,2768.46
894,4555.36
950,2965.24
955,2869.56
969,3176.76
912,4127.18
999,2178.13
923,4206.36
720,8034.27
922,3704.36
826,6797.08
935,3505.47
800,6587.22
857,6074.69
576,11360.94
885,5996.54
896,4662.32
977,3530.95
886,4758.76
849,5105.09
932,4000.1
917,4417.76
744,7513.55
976,3082.04
860,5239.98
649,8359.98
904,3984.41
836,6798.88
844,6219.86
946,4392.65
874,6197.27
961,4240.87
978,3741.62
954,4218.75
678,10201.86
805,7460.07
966,4409.62
918,5930.99
993,3715.97
996,3633.18
839,7973.97
828,5642.02
852,6729.24
813,6977.54
974,4495.48
811,6074.35
895,5735.07
984,9224.46
765,8490.15
755,12282.38
888,4626.74
924,4976.2
872,5457.8
964,4945.05
925,5083.35
832,7208.59
957,4632.79
970,4790.36
812,8866.99
949,5166.52
987,4594.79
880,6117.48
980,4696.88
686,9336.74
802,7622.93
947,5321.19
929,5316.57
988,4398.22
905,5661.42
956,4966.69
859,5564.09
862,7306.74
809,13316.85
960,5593.23
992,4154.73
997,5426.5
971,4451.76
870,6864.14
913,6703.9
901,6732.65
944,5957.01
991,10295.58
766,9760.11
995,4012.11
958,6301.3
948,4816.37
979,5214.7
893,7084.6
951,6739.61
981,5341.79
943,6074.17
985,5961.03
986,6115.82
989,7079.53
968,6752.82
926,7763.92
921,7298.07
900,8700.48
701,11596.12
994,7089.59
998,10431.53
933,7396.29
856,10394.35
848,10176.52
920,8429.08
756,11765.58
911,8478.51
909,13500.51
737,14549.88
846,9186.23
959,10713.05
983,9000.7
927,11038.52
