num,route_length
352,2192.11
305,3336.99
146,5569.96
316,3733.22
250,4796.38
251,3793.34
171,5955.84
414,1627.03
278,4504.85
361,2770.3
217,4388.43
270,4801.82
331,4277.56
345,2671.75
190,5407.37
343,3968.37
377,2807.2
336,3660.38
260,3505.28
379,2436.61
223,5219.77
340,3955.47
312,4728.22
315,4158.61
288,4296.82
426,2073.91
338,3163.68
442,1909.9
350,3584.14
286,4207.26
355,3472.74
417,2551.18
486,1133.85
395,3083.59
370,4408.03
284,3848.23
326,4107.86
373,3033.51
324,4273.91
201,6770.1
285,4241.34
418,2427.21
391,3594.51
303,4810.15
342,4286.55
353,4066.66
367,4341.8
334,3739.83
411,2849.03
307,4868.6
366,4194.25
333,4091.49
341,3184.19
416,3213.76
372,3760.58
214,5929.91
344,4471.6
233,6372.67
461,1801.64
375,3223.97
447,2892.22
249,5851.44
279,4438.16
490,1623.13
376,3953.0
347,3628.15
462,2021.54
339,5325.23
383,3604.09
420,2834.28
424,2947.66
325,4023.21
463,2533.56
337,4543.79
493,2014.17
368,5281.3
419,3412.81
429,3714.66
466,2069.57
365,4798.64
252,5652.19
378,3700.34
422,2994.63
385,3983.88
274,4706.55
431,2724.04
300,5173.22
358,4844.59
392,4155.86
120,7886.34
451,2739.64
154,8618.91
425,3128.52
543,1088.51
328,5531.39
304,5828.77
496,2323.53
364,4457.55
439,3021.81
380,3721.2
432,3687.58
532,1522.26
460,3238.61
464,3134.69
468,2877.0
524,1693.76
363,4525.21
483,2790.37
388,5299.3
359,4492.13
317,5042.22
537,1291.59
423,3792.33
329,4760.16
348,5236.51
500,2569.91
400,4561.06
445,3653.25
485,3100.51
403,4176.85
301,6413.32
382,3326.78
318,5078.18
446,4533.48
456,3769.86
450,3984.13
454,3184.45
508,2832.09
542,2055.66
389,3885.71
488,3240.1
471,2762.13
506,2849.83
408,3950.3
430,5319.29
399,4225.32
474,3371.78
475,3394.14
541,2372.17
323,5160.47
319,7258.45
436,3908.92
489,3001.91
477,3344.51
394,5790.19
406,4431.29
407,4404.01
415,4444.48
381,5350.49
478,3191.69
482,3721.36
351,4642.84
441,4220.9
402,5271.01
374,4148.25
472,4287.58
467,4024.63
509,3601.3
458,4390.65
521,3386.58
404,4117.95
514,3466.97
434,3882.81
513,4134.72
387,5139.52
398,6335.68
457,4903.52
497,3421.63
499,2959.14
327,7543.98
453,5724.21
476,3942.0
469,3918.66
405,6190.35
448,4328.38
572,2472.15
582,2013.46
427,4790.02
465,5149.2
498,4679.36
527,3589.49
140,9605.61
501,3693.35
502,4904.96
491,3560.45
433,6058.02
487,3297.84
534,6900.07
505,4169.38
653,1033.34
614,2168.11
421,5299.65
580,2387.05
528,3459.91
545,3589.39
587,2502.15
481,4632.14
413,4403.56
540,3364.9
188,8108.62
557,3236.93
603,2354.79
520,4586.99
440,3962.08
583,3604.25
268,7458.75
617,2399.98
412,5838.2
494,4880.25
529,3773.38
455,5218.12
437,6047.32
593,3641.52
531,4828.73
589,2851.76
630,2364.35
515,4275.08
601,2857.67
634,2364.24
623,3350.13
546,4030.82
590,3403.21
550,3905.89
525,4333.43
633,2486.4
700,1076.39
522,4119.65
473,5078.72
610,3140.54
510,3883.26
396,6884.73
681,1826.88
393,5791.38
536,4137.61
627,2579.88
626,2827.23
535,4166.48
638,2808.82
600,3415.05
625,3129.54
561,4582.75
602,3936.34
619,2861.16
584,3877.75
618,3210.75
611,3634.16
665,2036.0
609,3475.88
562,4334.24
586,3839.83
547,4665.02
556,4294.31
658,2311.68
673,2337.6
711,1487.28
470,6473.3
410,8168.41
616,4319.08
631,3611.54
538,4854.68
643,2856.93
621,3842.0
599,3640.1
390,7728.87
555,5442.72
635,3854.74
594,4456.48
598,4840.85
606,3670.09
677,2646.15
577,4712.35
667,3087.74
692,2621.6
743,1377.11
628,3247.54
592,4510.39
492,11469.12
605,4033.24
559,4944.73
660,3829.7
558,5394.61
597,4399.8
612,4130.34
585,4901.82
596,3974.56
271,7966.86
750,1732.61
484,3715.75
553,4609.7
624,5369.88
459,5229.46
544,5961.68
646,3964.47
648,3422.22
504,3586.42
695,2921.72
495,4166.07
676,3559.4
276,7415.78
763,1728.27
369,8211.46
205,9406.58
362,7471.43
640,3915.43
732,2563.46
664,4160.47
669,3935.07
706,3633.07
754,2046.67
680,3555.25
693,3246.15
438,7683.82
671,3641.42
710,2545.3
644,4740.47
629,4345.88
678,4486.87
549,6134.62
756,2185.4
632,6651.41
675,4394.34
659,3689.13
672,3649.93
511,5410.88
615,4295.37
637,5457.59
480,7437.01
697,3753.01
717,3685.0
762,2538.72
742,3046.9
731,3138.07
708,4033.02
723,3672.6
757,2957.71
752,2737.95
690,2763.66
729,3602.18
696,4656.54
622,4661.31
647,5120.79
727,3123.52
735,2817.08
840,1466.8
764,3152.62
595,5094.82
733,3962.46
855,1330.84
195,9186.98
654,5307.32
707,4138.55
801,2547.88
716,3988.86
797,2308.82
691,4840.62
777,2994.49
780,3084.13
507,4360.81
784,3122.98
876,1197.89
719,3248.15
770,2921.56
751,3748.69
551,5582.81
811,2065.28
670,5444.12
799,2423.21
787,2935.69
736,3511.08
668,5150.69
825,2531.28
851,1698.99
740,3550.55
826,2354.12
748,4174.7
783,2875.73
792,3023.72
709,3282.2
730,4362.52
817,2777.1
796,2819.15
721,4255.72
694,5035.77
563,6258.02
848,2770.93
889,1512.9
813,2613.98
744,3871.9
788,3348.24
428,7953.77
741,4780.17
849,2033.74
810,2861.57
613,5782.99
781,3613.7
552,6712.39
444,7429.72
899,1397.9
818,3482.6
843,2922.37
807,4074.39
698,4546.13
728,4852.62
776,4296.78
745,5038.71
401,8409.59
790,3788.13
866,2241.39
779,4286.12
812,4035.06
236,9707.91
802,3719.91
820,3311.95
835,2446.09
774,3745.35
824,3302.21
804,3868.88
832,3064.35
759,5873.27
854,2832.1
865,3162.07
972,701.16
566,5254.32
725,4326.94
816,6408.33
703,4407.37
747,5086.22
805,4578.86
861,2904.44
642,5619.52
782,3252.62
726,5859.49
620,5370.93
786,5605.26
789,4945.36
761,5012.47
873,3105.96
850,4041.23
808,5181.19
863,3224.74
215,10764.89
240,10828.23
846,3109.73
771,5428.83
890,2795.54
881,3366.47
842,3391.43
560,4749.44
959,2167.39
645,5511.82
823,5105.05
847,4536.72
573,6975.99
578,5032.45
936,2821.31
575,7022.35
938,2527.51
767,5212.94
883,1864.3
944,2784.11
853,3057.05
715,4523.53
838,4651.28
886,3411.21
386,9498.24
530,7899.98
852,4814.65
963,2578.94
858,4356.63
841,4860.67
765,6627.94
845,4973.79
836,4202.14
868,3137.29
856,4542.21
705,6162.66
871,4456.51
885,4550.14
844,4719.09
952,3088.88
912,3623.41
924,3132.26
891,3818.14
919,3346.23
688,7563.09
981,2021.0
734,7829.42
903,3994.59
878,4172.76
862,4858.1
834,3572.66
768,6792.97
870,4293.85
346,9397.65
519,5149.31
674,4435.11
655,5018.65
833,3746.91
687,6009.9
443,9063.29
960,3404.41
987,2793.3
657,7659.94
229,12703.84
920,4001.08
517,8906.91
990,2433.93
984,3289.58
953,3536.86
554,7160.36
941,3718.8
571,6347.53
934,3227.88
923,4305.83
772,5194.96
906,4434.13
649,6716.35
965,3587.19
977,3240.95
940,3375.18
591,7955.45
937,4109.44
819,5707.81
574,7671.73
689,5469.1
945,3730.14
893,4727.71
877,3889.72
651,8408.37
869,4573.84
739,4989.23
942,3581.55
397,11710.67
828,5425.45
958,4670.98
927,4315.2
533,6154.94
933,4804.99
954,4354.09
910,4841.91
922,2986.69
939,4489.65
966,4628.48
526,8003.38
921,4695.84
568,8713.02
947,4144.25
932,4398.64
949,4276.35
908,4940.44
662,5713.44
773,4330.87
988,3940.69
961,4788.0
800,5925.78
971,3848.12
435,11251.63
864,4285.25
895,6242.87
809,12116.34
967,5554.75
882,4793.21
994,4571.91
860,5222.47
884,4400.81
785,5965.99
766,7234.14
957,5368.17
371,11692.95
997,5252.92
916,5690.98
607,7811.14
452,10619.23
512,11158.63
898,3962.08
129,16193.06
831,3756.86
964,6097.15
775,5669.83
874,5539.73
956,5618.7
929,6618.12
746,6827.58
993,4634.43
901,4954.4
992,4738.27
793,8349.6
636,9765.8
948,5036.46
157,15073.02
969,4818.38
479,11363.01
991,11169.22
913,5403.3
917,4957.85
449,10864.86
928,6066.79
925,6792.94
935,5604.69
974,5173.0
683,7487.88
712,7289.81
829,7516.45
999,5065.8
995,4339.73
806,8316.13
518,8802.32
968,6188.46
875,6296.53
943,7537.78
539,11168.27
753,6544.99
384,10738.19
548,12379.95
663,8860.38
682,7848.8
979,5955.62
983,5768.6
564,9414.27
951,6879.36
900,3949.97
701,9954.13
989,5526.03
714,8166.9
814,8612.54
955,5559.11
604,9171.18
950,6282.72
722,6282.1
970,6572.62
837,9534.01
245,15611.49
986,6660.49
737,8971.57
973,7271.57
857,8365.18
946,6788.58
996,7294.36
978,6649.49
897,6387.86
930,6400.32
322,12974.92
713,8874.11
827,7778.28
641,8388.2
755,7216.84
909,7032.19
931,7279.5
720,7334.39
985,6980.91
608,8085.09
679,9016.31
724,7619.24
975,6367.75
718,7884.11
565,10462.51
656,10071.22
905,6891.01
523,9725.4
652,8066.07
516,8825.81
569,10323.63
982,6590.49
202,15848.31
980,7979.55
581,9051.74
702,9059.31
666,9693.21
749,9659.91
769,8247.1
887,8238.8
896,8574.21
760,7478.08
686,8668.64
567,10753.42
872,7388.12
699,8695.25
926,7514.85
704,8799.17
894,7765.73
867,6369.94
904,6254.43
918,6812.95
357,12147.95
914,7085.15
907,7978.58
822,10120.73
794,8920.23
791,9294.26
998,12345.48
839,8762.65
815,8072.87
879,9293.57
313,12578.95
685,11123.27
892,8408.53
795,9597.4
915,8981.93
798,9613.42
902,10551.79
579,11146.83
576,12158.19
503,15444.44
911,10782.36
962,8967.78
102,18894.14
650,11668.96
153,19817.78
738,9581.71
639,13037.31
661,11522.75
588,13147.29
684,12939.26
570,13900.74
778,10066.5
880,10185.34
758,11039.97
821,12758.76
830,9998.44
888,10615.23
859,10699.25
803,11234.52
976,9045.04
